qid,query,truth_ids,retrieved_ids,mrr,recall@1,recall@3,recall@5,recall@10,recall@30,lat_embed_ms,lat_retrieve_ms,lat_total_ms
q076,What is the tradeoff between larger chunk_size and retrieval precision?,['chunking_overlap_tradeoffs_and_guidelines.md#0'],"['chunking_overlap_tradeoffs_and_guidelines.md#221', 'chunking_recursive_vs_semantic_chunking.md#206', 'chunking_overlap_tradeoffs_and_guidelines.md#220', 'chunking_recursive_vs_semantic_chunking.md#207', 'chunking_recursive_vs_semantic_chunking.md#230', 'chunking_recursive_vs_semantic_chunking.md#228', 'chunking_recursive_vs_semantic_chunking.md#205', 'chunking_recursive_vs_semantic_chunking.md#234', 'chunking_recursive_vs_semantic_chunking.md#235', 'milvus_performance_tuning_and_troubleshooting.md#134', 'chunking_recursive_vs_semantic_chunking.md#227', 'chunking_recursive_vs_semantic_chunking.md#194', 'chunking_recursive_vs_semantic_chunking.md#272', 'chunking_recursive_vs_semantic_chunking.md#273', 'chunking_recursive_vs_semantic_chunking.md#224', 'chunking_recursive_vs_semantic_chunking.md#275', 'chunking_recursive_vs_semantic_chunking.md#233', 'chunking_recursive_vs_semantic_chunking.md#232', 'chunking_recursive_vs_semantic_chunking.md#189', 'milvus_performance_tuning_and_troubleshooting.md#136', 'chunking_recursive_vs_semantic_chunking.md#276', 'milvus_performance_tuning_and_troubleshooting.md#149', 'milvus_performance_tuning_and_troubleshooting.md#150', 'milvus_performance_tuning_and_troubleshooting.md#138', 'milvus_performance_tuning_and_troubleshooting.md#137', 'chunking_recursive_vs_semantic_chunking.md#187', 'chunking_overlap_tradeoffs_and_guidelines.md#153', 'chunking_recursive_vs_semantic_chunking.md#231', 'chunking_recursive_vs_semantic_chunking.md#185', 'chunking_recursive_vs_semantic_chunking.md#192']",0.0,0.0,0.0,0.0,0.0,0.0,7.394250016659498,3.939000191166997,11.333333095535636
q077,How does document parsing quality affect downstream retrieval performance?,['chunking_document_structure_parsing_html_pdf.md#0'],"['retrieval_self_query_and_metadata_filters.md#271', 'retrieval_self_query_and_metadata_filters.md#272', 'retrieval_self_query_and_metadata_filters.md#275', 'retrieval_self_query_and_metadata_filters.md#278', 'retrieval_self_query_and_metadata_filters.md#268', 'retrieval_self_query_and_metadata_filters.md#280', 'vector_db_filtering_payload_and_metadata_indexing.md#231', 'retrieval_self_query_and_metadata_filters.md#281', 'chunking_document_structure_parsing_html_pdf.md#0', 'retrieval_self_query_and_metadata_filters.md#282', 'retrieval_self_query_and_metadata_filters.md#270', 'retrieval_self_query_and_metadata_filters.md#274', 'retrieval_self_query_and_metadata_filters.md#283', 'retrieval_self_query_and_metadata_filters.md#264', 'retrieval_self_query_and_metadata_filters.md#269', 'retrieval_self_query_and_metadata_filters.md#295', 'vector_db_filtering_payload_and_metadata_indexing.md#232', 'retrieval_self_query_and_metadata_filters.md#296', 'retrieval_self_query_and_metadata_filters.md#276', 'retrieval_self_query_and_metadata_filters.md#284', 'retrieval_self_query_and_metadata_filters.md#285', 'retrieval_self_query_and_metadata_filters.md#279', 'retrieval_self_query_and_metadata_filters.md#263', 'retrieval_self_query_and_metadata_filters.md#273', 'retrieval_self_query_and_metadata_filters.md#286', 'chunking_document_structure_parsing_html_pdf.md#1', 'retrieval_self_query_and_metadata_filters.md#267', 'retrieval_self_query_and_metadata_filters.md#297', 'retrieval_self_query_and_metadata_filters.md#287', 'retrieval_self_query_and_metadata_filters.md#260']",0.1111111111111111,0.0,0.0,0.0,1.0,1.0,7.201500004157424,4.096499877050519,11.298042023554444
q078,What is the role of metadata filters in self-query retrieval?,['retrieval_self_query_and_metadata_filters.md#0'],"['retrieval_self_query_and_metadata_filters.md#0', 'retrieval_self_query_and_metadata_filters.md#249', 'retrieval_self_query_and_metadata_filters.md#272', 'retrieval_self_query_and_metadata_filters.md#271', 'retrieval_self_query_and_metadata_filters.md#3', 'vector_db_filtering_payload_and_metadata_indexing.md#232', 'retrieval_self_query_and_metadata_filters.md#264', 'retrieval_self_query_and_metadata_filters.md#270', 'retrieval_self_query_and_metadata_filters.md#248', 'retrieval_self_query_and_metadata_filters.md#269', 'retrieval_self_query_and_metadata_filters.md#262', 'retrieval_self_query_and_metadata_filters.md#263', 'retrieval_self_query_and_metadata_filters.md#4', 'vector_db_filtering_payload_and_metadata_indexing.md#231', 'retrieval_self_query_and_metadata_filters.md#247', 'retrieval_self_query_and_metadata_filters.md#253', 'retrieval_self_query_and_metadata_filters.md#2', 'retrieval_self_query_and_metadata_filters.md#5', 'retrieval_self_query_and_metadata_filters.md#268', 'retrieval_self_query_and_metadata_filters.md#230', 'retrieval_self_query_and_metadata_filters.md#229', 'retrieval_self_query_and_metadata_filters.md#257', 'retrieval_self_query_and_metadata_filters.md#231', 'retrieval_self_query_and_metadata_filters.md#261', 'retrieval_self_query_and_metadata_filters.md#234', 'retrieval_self_query_and_metadata_filters.md#258', 'retrieval_self_query_and_metadata_filters.md#1', 'retrieval_self_query_and_metadata_filters.md#260', 'retrieval_self_query_and_metadata_filters.md#265', 'retrieval_self_query_and_metadata_filters.md#235']",1.0,1.0,1.0,1.0,1.0,1.0,7.414499996230006,5.85733400657773,13.27187498100102
q079,Why can hybrid search outperform pure vector search on some queries?,['retrieval_hybrid_search_vector_plus_bm25.md#0'],"['retrieval_hybrid_search_vector_plus_bm25.md#15', 'retrieval_hybrid_search_vector_plus_bm25.md#16', 'retrieval_hybrid_search_vector_plus_bm25.md#169', 'weaviate_schema_modules_hybrid_search.md#493', 'retrieval_hybrid_search_vector_plus_bm25.md#168', 'retrieval_hybrid_search_vector_plus_bm25.md#2', 'weaviate_schema_modules_hybrid_search.md#492', 'retrieval_hybrid_search_vector_plus_bm25.md#154', 'weaviate_schema_modules_hybrid_search.md#497', 'weaviate_schema_modules_hybrid_search.md#496', 'weaviate_schema_modules_hybrid_search.md#249', 'weaviate_schema_modules_hybrid_search.md#248', 'retrieval_hybrid_search_vector_plus_bm25.md#0', 'retrieval_hybrid_search_vector_plus_bm25.md#153', 'retrieval_hybrid_search_vector_plus_bm25.md#3', 'weaviate_schema_modules_hybrid_search.md#490', 'weaviate_schema_modules_hybrid_search.md#494', 'weaviate_schema_modules_hybrid_search.md#491', 'weaviate_schema_modules_hybrid_search.md#489', 'weaviate_schema_modules_hybrid_search.md#495', 'retrieval_query_expansion_multi_query_rag.md#195', 'retrieval_hybrid_search_vector_plus_bm25.md#156', 'retrieval_hybrid_search_vector_plus_bm25.md#1', 'weaviate_schema_modules_hybrid_search.md#515', 'weaviate_schema_modules_hybrid_search.md#514', 'weaviate_schema_modules_hybrid_search.md#500', 'weaviate_schema_modules_hybrid_search.md#498', 'retrieval_query_expansion_multi_query_rag.md#188', 'weaviate_schema_modules_hybrid_search.md#501', 'retrieval_hybrid_search_vector_plus_bm25.md#13']",0.07692307692307693,0.0,0.0,0.0,0.0,1.0,12.011124985292554,6.653917022049427,18.665082985535264
q080,Explain how RRF can improve robustness when merging heterogeneous retrievers.,['retrieval_rrf_reciprocal_rank_fusion.md#0'],"['vector_db_overview_indexes_hnsw_ivf_pq.md#248', 'vector_db_overview_indexes_hnsw_ivf_pq.md#252', 'retrieval_rrf_reciprocal_rank_fusion.md#0', 'vector_db_overview_indexes_hnsw_ivf_pq.md#249', 'vector_db_overview_indexes_hnsw_ivf_pq.md#256', 'vector_db_overview_indexes_hnsw_ivf_pq.md#251', 'vector_db_overview_indexes_hnsw_ivf_pq.md#253', 'vector_db_overview_indexes_hnsw_ivf_pq.md#250', 'vector_db_overview_indexes_hnsw_ivf_pq.md#245', 'vector_db_overview_indexes_hnsw_ivf_pq.md#242', 'retrieval_self_query_and_metadata_filters.md#274', 'vector_db_overview_indexes_hnsw_ivf_pq.md#254', 'vector_db_overview_indexes_hnsw_ivf_pq.md#247', 'retrieval_query_expansion_multi_query_rag.md#210', 'vector_db_overview_indexes_hnsw_ivf_pq.md#244', 'vector_db_overview_indexes_hnsw_ivf_pq.md#268', 'vector_db_overview_indexes_hnsw_ivf_pq.md#243', 'vector_db_overview_indexes_hnsw_ivf_pq.md#255', 'vector_db_overview_indexes_hnsw_ivf_pq.md#241', 'vector_db_overview_indexes_hnsw_ivf_pq.md#273', 'vector_db_overview_indexes_hnsw_ivf_pq.md#246', 'vector_db_overview_indexes_hnsw_ivf_pq.md#240', 'vector_db_overview_indexes_hnsw_ivf_pq.md#258', 'vector_db_overview_indexes_hnsw_ivf_pq.md#239', 'vector_db_overview_indexes_hnsw_ivf_pq.md#260', 'vector_db_overview_indexes_hnsw_ivf_pq.md#259', 'vector_db_overview_indexes_hnsw_ivf_pq.md#261', 'vector_db_overview_indexes_hnsw_ivf_pq.md#269', 'retrieval_self_query_and_metadata_filters.md#300', 'retrieval_query_expansion_multi_query_rag.md#207']",0.3333333333333333,0.0,1.0,1.0,1.0,1.0,6.653834134340286,3.774999873712659,10.428874986246228
q081,What are typical steps to tune ef_search in a Qdrant HNSW index?,['qdrant_hnsw_params_m_ef_construct_ef_search.md#0'],"['qdrant_hnsw_params_m_ef_construct_ef_search.md#185', 'weaviate_performance_tuning_and_troubleshooting.md#347', 'weaviate_performance_tuning_and_troubleshooting.md#346', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#184', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#186', 'milvus_performance_tuning_and_troubleshooting.md#384', 'milvus_performance_tuning_and_troubleshooting.md#383', 'weaviate_performance_tuning_and_troubleshooting.md#339', 'weaviate_performance_tuning_and_troubleshooting.md#343', 'weaviate_performance_tuning_and_troubleshooting.md#341', 'weaviate_performance_tuning_and_troubleshooting.md#338', 'weaviate_performance_tuning_and_troubleshooting.md#340', 'weaviate_performance_tuning_and_troubleshooting.md#336', 'weaviate_performance_tuning_and_troubleshooting.md#332', 'weaviate_performance_tuning_and_troubleshooting.md#333', 'weaviate_performance_tuning_and_troubleshooting.md#344', 'milvus_performance_tuning_and_troubleshooting.md#299', 'weaviate_performance_tuning_and_troubleshooting.md#337', 'weaviate_performance_tuning_and_troubleshooting.md#331', 'weaviate_performance_tuning_and_troubleshooting.md#326', 'weaviate_performance_tuning_and_troubleshooting.md#342', 'weaviate_performance_tuning_and_troubleshooting.md#328', 'weaviate_performance_tuning_and_troubleshooting.md#330', 'weaviate_performance_tuning_and_troubleshooting.md#327', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#273', 'weaviate_performance_tuning_and_troubleshooting.md#325', 'qdrant_hnsw_params_m_ef_construct_ef_search.md#274', 'milvus_performance_tuning_and_troubleshooting.md#300', 'milvus_performance_tuning_and_troubleshooting.md#382', 'weaviate_performance_tuning_and_troubleshooting.md#335']",0.0,0.0,0.0,0.0,0.0,0.0,6.426790961995721,3.1691668555140495,9.59604186937213
q082,How do Qdrant shards and replicas affect throughput and latency?,['qdrant_sharding_replication_and_routing.md#0'],"['qdrant_performance_tuning_and_troubleshooting.md#132', 'qdrant_performance_tuning_and_troubleshooting.md#133', 'qdrant_performance_tuning_and_troubleshooting.md#117', 'qdrant_performance_tuning_and_troubleshooting.md#135', 'qdrant_performance_tuning_and_troubleshooting.md#142', 'benchmarking_rag_load_testing_and_experiment_design.md#488', 'qdrant_performance_tuning_and_troubleshooting.md#116', 'qdrant_performance_tuning_and_troubleshooting.md#134', 'qdrant_performance_tuning_and_troubleshooting.md#131', 'qdrant_performance_tuning_and_troubleshooting.md#127', 'benchmarking_rag_load_testing_and_experiment_design.md#481', 'qdrant_performance_tuning_and_troubleshooting.md#114', 'benchmarking_rag_load_testing_and_experiment_design.md#479', 'milvus_performance_tuning_and_troubleshooting.md#149', 'milvus_performance_tuning_and_troubleshooting.md#150', 'qdrant_performance_tuning_and_troubleshooting.md#141', 'qdrant_performance_tuning_and_troubleshooting.md#115', 'benchmarking_rag_load_testing_and_experiment_design.md#483', 'benchmarking_rag_load_testing_and_experiment_design.md#484', 'benchmarking_rag_load_testing_and_experiment_design.md#477', 'qdrant_performance_tuning_and_troubleshooting.md#109', 'benchmarking_rag_load_testing_and_experiment_design.md#476', 'benchmarking_rag_load_testing_and_experiment_design.md#494', 'benchmarking_rag_load_testing_and_experiment_design.md#487', 'benchmarking_rag_load_testing_and_experiment_design.md#480', 'benchmarking_rag_load_testing_and_experiment_design.md#493', 'benchmarking_rag_load_testing_and_experiment_design.md#454', 'benchmarking_rag_load_testing_and_experiment_design.md#485', 'qdrant_performance_tuning_and_troubleshooting.md#138', 'qdrant_performance_tuning_and_troubleshooting.md#139']",0.0,0.0,0.0,0.0,0.0,0.0,5.900958087295294,3.095208900049329,8.99620889686048
q083,What are typical causes of performance regressions in vector DB workloads?,['qdrant_performance_tuning_and_troubleshooting.md#0'],"['vector_db_overview_indexes_hnsw_ivf_pq.md#0', 'benchmarking_rag_load_testing_and_experiment_design.md#330', 'qdrant_performance_tuning_and_troubleshooting.md#0', 'milvus_performance_tuning_and_troubleshooting.md#134', 'benchmarking_rag_load_testing_and_experiment_design.md#11', 'benchmarking_rag_load_testing_and_experiment_design.md#323', 'benchmarking_rag_load_testing_and_experiment_design.md#325', 'benchmarking_rag_load_testing_and_experiment_design.md#12', 'qdrant_performance_tuning_and_troubleshooting.md#284', 'benchmarking_rag_load_testing_and_experiment_design.md#13', 'benchmarking_rag_load_testing_and_experiment_design.md#322', 'benchmarking_rag_load_testing_and_experiment_design.md#327', 'benchmarking_rag_load_testing_and_experiment_design.md#317', 'benchmarking_rag_load_testing_and_experiment_design.md#324', 'benchmarking_rag_load_testing_and_experiment_design.md#320', 'milvus_performance_tuning_and_troubleshooting.md#149', 'milvus_performance_tuning_and_troubleshooting.md#150', 'benchmarking_rag_load_testing_and_experiment_design.md#343', 'qdrant_performance_tuning_and_troubleshooting.md#285', 'benchmarking_rag_load_testing_and_experiment_design.md#333', 'benchmarking_rag_load_testing_and_experiment_design.md#326', 'benchmarking_rag_load_testing_and_experiment_design.md#334', 'observability_rag_tracing_logging_latency_breakdown.md#210', 'benchmarking_rag_load_testing_and_experiment_design.md#335', 'benchmarking_rag_load_testing_and_experiment_design.md#336', 'benchmarking_rag_load_testing_and_experiment_design.md#328', 'embeddings_batching_latency_and_throughput.md#205', 'qdrant_performance_tuning_and_troubleshooting.md#290', 'embeddings_batching_latency_and_throughput.md#206', 'benchmarking_rag_load_testing_and_experiment_design.md#332']",0.3333333333333333,0.0,1.0,1.0,1.0,1.0,6.432624999433756,4.015458980575204,10.4481668677181
q084,What are common vector DB background tasks and why do they matter operationally?,['vector_db_upsert_delete_compaction_background_tasks.md#0'],"['vector_db_upsert_delete_compaction_background_tasks.md#254', 'vector_db_upsert_delete_compaction_background_tasks.md#255', 'vector_db_upsert_delete_compaction_background_tasks.md#247', 'vector_db_upsert_delete_compaction_background_tasks.md#246', 'vector_db_upsert_delete_compaction_background_tasks.md#245', 'vector_db_upsert_delete_compaction_background_tasks.md#241', 'vector_db_upsert_delete_compaction_background_tasks.md#253', 'vector_db_upsert_delete_compaction_background_tasks.md#240', 'vector_db_upsert_delete_compaction_background_tasks.md#244', 'vector_db_upsert_delete_compaction_background_tasks.md#242', 'vector_db_upsert_delete_compaction_background_tasks.md#248', 'vector_db_upsert_delete_compaction_background_tasks.md#243', 'vector_db_upsert_delete_compaction_background_tasks.md#252', 'vector_db_upsert_delete_compaction_background_tasks.md#249', 'vector_db_upsert_delete_compaction_background_tasks.md#238', 'vector_db_upsert_delete_compaction_background_tasks.md#234', 'vector_db_upsert_delete_compaction_background_tasks.md#237', 'vector_db_upsert_delete_compaction_background_tasks.md#251', 'vector_db_upsert_delete_compaction_background_tasks.md#256', 'vector_db_upsert_delete_compaction_background_tasks.md#257', 'vector_db_upsert_delete_compaction_background_tasks.md#235', 'vector_db_upsert_delete_compaction_background_tasks.md#232', 'vector_db_overview_indexes_hnsw_ivf_pq.md#0', 'vector_db_upsert_delete_compaction_background_tasks.md#239', 'vector_db_upsert_delete_compaction_background_tasks.md#250', 'vector_db_upsert_delete_compaction_background_tasks.md#233', 'vector_db_upsert_delete_compaction_background_tasks.md#231', 'vector_db_upsert_delete_compaction_background_tasks.md#230', 'vector_db_upsert_delete_compaction_background_tasks.md#229', 'vector_db_upsert_delete_compaction_background_tasks.md#185']",0.0,0.0,0.0,0.0,0.0,0.0,6.050375057384372,3.0534579418599606,9.103917051106691
q085,How can snapshots help with durability and recovery in vector databases?,['vector_db_consistency_durability_and_snapshots.md#0'],"['vector_db_consistency_durability_and_snapshots.md#295', 'vector_db_consistency_durability_and_snapshots.md#275', 'vector_db_consistency_durability_and_snapshots.md#294', 'vector_db_consistency_durability_and_snapshots.md#276', 'vector_db_consistency_durability_and_snapshots.md#277', 'vector_db_consistency_durability_and_snapshots.md#243', 'vector_db_consistency_durability_and_snapshots.md#274', 'vector_db_consistency_durability_and_snapshots.md#288', 'vector_db_consistency_durability_and_snapshots.md#140', 'vector_db_consistency_durability_and_snapshots.md#139', 'vector_db_consistency_durability_and_snapshots.md#244', 'vector_db_consistency_durability_and_snapshots.md#289', 'vector_db_consistency_durability_and_snapshots.md#279', 'vector_db_consistency_durability_and_snapshots.md#281', 'vector_db_consistency_durability_and_snapshots.md#138', 'vector_db_consistency_durability_and_snapshots.md#290', 'vector_db_consistency_durability_and_snapshots.md#280', 'vector_db_consistency_durability_and_snapshots.md#282', 'vector_db_consistency_durability_and_snapshots.md#283', 'vector_db_consistency_durability_and_snapshots.md#293', 'vector_db_consistency_durability_and_snapshots.md#287', 'vector_db_consistency_durability_and_snapshots.md#212', 'vector_db_consistency_durability_and_snapshots.md#286', 'vector_db_consistency_durability_and_snapshots.md#285', 'vector_db_consistency_durability_and_snapshots.md#292', 'vector_db_consistency_durability_and_snapshots.md#211', 'vector_db_consistency_durability_and_snapshots.md#284', 'vector_db_consistency_durability_and_snapshots.md#213', 'vector_db_consistency_durability_and_snapshots.md#200', 'vector_db_consistency_durability_and_snapshots.md#273']",0.0,0.0,0.0,0.0,0.0,0.0,6.133457878604531,3.711832920089364,9.845332941040397
q086,How do Milvus partitions help manage large datasets?,['milvus_collections_partitions_indexes_overview.md#0'],"['milvus_collections_partitions_indexes_overview.md#237', 'milvus_collections_partitions_indexes_overview.md#0', 'milvus_collections_partitions_indexes_overview.md#200', 'milvus_collections_partitions_indexes_overview.md#199', 'milvus_collections_partitions_indexes_overview.md#201', 'milvus_collections_partitions_indexes_overview.md#214', 'milvus_collections_partitions_indexes_overview.md#213', 'milvus_collections_partitions_indexes_overview.md#227', 'milvus_collections_partitions_indexes_overview.md#212', 'milvus_collections_partitions_indexes_overview.md#238', 'milvus_collections_partitions_indexes_overview.md#231', 'milvus_collections_partitions_indexes_overview.md#230', 'milvus_cluster_components_and_scaling.md#0', 'milvus_collections_partitions_indexes_overview.md#235', 'milvus_collections_partitions_indexes_overview.md#224', 'postgres_scaling_partitioning_replication_basics.md#1', 'milvus_collections_partitions_indexes_overview.md#229', 'milvus_collections_partitions_indexes_overview.md#226', 'milvus_collections_partitions_indexes_overview.md#225', 'milvus_collections_partitions_indexes_overview.md#228', 'milvus_collections_partitions_indexes_overview.md#236', 'milvus_collections_partitions_indexes_overview.md#204', 'milvus_collections_partitions_indexes_overview.md#216', 'milvus_collections_partitions_indexes_overview.md#205', 'milvus_collections_partitions_indexes_overview.md#208', 'milvus_collections_partitions_indexes_overview.md#82', 'milvus_collections_partitions_indexes_overview.md#207', 'milvus_collections_partitions_indexes_overview.md#206', 'milvus_collections_partitions_indexes_overview.md#83', 'milvus_collections_partitions_indexes_overview.md#210']",0.5,0.0,1.0,1.0,1.0,1.0,6.480959011241794,3.183332970365882,9.664374869316816
q087,What are typical Milvus cluster components involved in query execution?,['milvus_cluster_components_and_scaling.md#0'],"['milvus_cluster_components_and_scaling.md#0', 'milvus_cluster_components_and_scaling.md#2', 'weaviate_scaling_sharding_replication.md#241', 'milvus_cluster_components_and_scaling.md#1', 'milvus_cluster_components_and_scaling.md#241', 'milvus_cluster_components_and_scaling.md#237', 'milvus_cluster_components_and_scaling.md#242', 'milvus_cluster_components_and_scaling.md#196', 'milvus_cluster_components_and_scaling.md#239', 'distributed_rag_architectures_multi_index_routing.md#190', 'milvus_performance_tuning_and_troubleshooting.md#204', 'retrieval_self_query_and_metadata_filters.md#280', 'milvus_cluster_components_and_scaling.md#238', 'milvus_cluster_components_and_scaling.md#240', 'milvus_performance_tuning_and_troubleshooting.md#212', 'retrieval_self_query_and_metadata_filters.md#273', 'distributed_rag_architectures_multi_index_routing.md#189', 'retrieval_self_query_and_metadata_filters.md#277', 'milvus_cluster_components_and_scaling.md#233', 'milvus_performance_tuning_and_troubleshooting.md#205', 'milvus_performance_tuning_and_troubleshooting.md#211', 'weaviate_scaling_sharding_replication.md#239', 'distributed_rag_architectures_multi_index_routing.md#197', 'distributed_rag_architectures_multi_index_routing.md#188', 'distributed_rag_architectures_multi_index_routing.md#186', 'distributed_rag_architectures_multi_index_routing.md#187', 'distributed_rag_architectures_multi_index_routing.md#196', 'milvus_cluster_components_and_scaling.md#232', 'distributed_rag_architectures_multi_index_routing.md#193', 'distributed_rag_architectures_multi_index_routing.md#206']",1.0,1.0,1.0,1.0,1.0,1.0,6.665040971711278,5.187666974961758,11.852749856188893
q088,How does Weaviate’s GraphQL querying interface relate to retrieval?,['weaviate_filters_and_graphql_queries.md#0'],"['weaviate_filters_and_graphql_queries.md#110', 'weaviate_filters_and_graphql_queries.md#109', 'weaviate_filters_and_graphql_queries.md#111', 'weaviate_filters_and_graphql_queries.md#181', 'weaviate_filters_and_graphql_queries.md#182', 'weaviate_filters_and_graphql_queries.md#180', 'weaviate_filters_and_graphql_queries.md#178', 'weaviate_filters_and_graphql_queries.md#176', 'retrieval_self_query_and_metadata_filters.md#282', 'weaviate_filters_and_graphql_queries.md#185', 'weaviate_filters_and_graphql_queries.md#174', 'weaviate_filters_and_graphql_queries.md#186', 'weaviate_filters_and_graphql_queries.md#187', 'weaviate_filters_and_graphql_queries.md#175', 'retrieval_self_query_and_metadata_filters.md#284', 'weaviate_filters_and_graphql_queries.md#171', 'weaviate_filters_and_graphql_queries.md#172', 'weaviate_filters_and_graphql_queries.md#184', 'weaviate_filters_and_graphql_queries.md#183', 'retrieval_self_query_and_metadata_filters.md#281', 'weaviate_filters_and_graphql_queries.md#170', 'weaviate_filters_and_graphql_queries.md#173', 'weaviate_filters_and_graphql_queries.md#112', 'retrieval_self_query_and_metadata_filters.md#280', 'weaviate_filters_and_graphql_queries.md#177', 'weaviate_filters_and_graphql_queries.md#167', 'retrieval_self_query_and_metadata_filters.md#283', 'retrieval_self_query_and_metadata_filters.md#273', 'weaviate_filters_and_graphql_queries.md#119', 'retrieval_self_query_and_metadata_filters.md#278']",0.0,0.0,0.0,0.0,0.0,0.0,6.356624886393547,3.3477090764790773,9.704333962872624
q089,How does pgvector benefit from Postgres features like transactions and filters?,['pgvector_filtering_transactions_and_consistency.md#0'],"['pgvector_postgres_extension_indexing_ivfflat_hnsw.md#0', 'pgvector_filtering_transactions_and_consistency.md#21', 'pgvector_filtering_transactions_and_consistency.md#20', 'pgvector_filtering_transactions_and_consistency.md#10', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#1', 'pgvector_filtering_transactions_and_consistency.md#9', 'pgvector_filtering_transactions_and_consistency.md#11', 'pgvector_filtering_transactions_and_consistency.md#3', 'pgvector_filtering_transactions_and_consistency.md#7', 'pgvector_filtering_transactions_and_consistency.md#22', 'pgvector_filtering_transactions_and_consistency.md#12', 'pgvector_filtering_transactions_and_consistency.md#13', 'pgvector_filtering_transactions_and_consistency.md#2', 'pgvector_filtering_transactions_and_consistency.md#4', 'pgvector_filtering_transactions_and_consistency.md#8', 'pgvector_filtering_transactions_and_consistency.md#19', 'pgvector_filtering_transactions_and_consistency.md#6', 'pgvector_filtering_transactions_and_consistency.md#5', 'pgvector_performance_tuning_work_mem_maintenance.md#10', 'pgvector_filtering_transactions_and_consistency.md#1', 'pgvector_filtering_transactions_and_consistency.md#18', 'pgvector_performance_tuning_work_mem_maintenance.md#9', 'pgvector_postgres_extension_indexing_ivfflat_hnsw.md#2', 'pgvector_filtering_transactions_and_consistency.md#14', 'pgvector_filtering_transactions_and_consistency.md#0', 'pgvector_filtering_transactions_and_consistency.md#16', 'pgvector_filtering_transactions_and_consistency.md#23', 'pgvector_filtering_transactions_and_consistency.md#15', 'pgvector_filtering_transactions_and_consistency.md#17', 'pgvector_performance_tuning_work_mem_maintenance.md#11']",0.04,0.0,0.0,0.0,0.0,1.0,7.344375131651759,4.239249974489212,11.583667015656829
q090,What Postgres maintenance or tuning knobs are important for vector workloads?,['pgvector_performance_tuning_work_mem_maintenance.md#0'],"['weaviate_performance_tuning_and_troubleshooting.md#188', 'pgvector_performance_tuning_work_mem_maintenance.md#77', 'pgvector_performance_tuning_work_mem_maintenance.md#61', 'pgvector_performance_tuning_work_mem_maintenance.md#51', 'pgvector_performance_tuning_work_mem_maintenance.md#38', 'pgvector_performance_tuning_work_mem_maintenance.md#80', 'pgvector_performance_tuning_work_mem_maintenance.md#241', 'pgvector_performance_tuning_work_mem_maintenance.md#240', 'pgvector_performance_tuning_work_mem_maintenance.md#57', 'pgvector_performance_tuning_work_mem_maintenance.md#55', 'weaviate_performance_tuning_and_troubleshooting.md#189', 'pgvector_performance_tuning_work_mem_maintenance.md#74', 'pgvector_performance_tuning_work_mem_maintenance.md#36', 'pgvector_performance_tuning_work_mem_maintenance.md#78', 'pgvector_performance_tuning_work_mem_maintenance.md#37', 'pgvector_performance_tuning_work_mem_maintenance.md#40', 'weaviate_performance_tuning_and_troubleshooting.md#186', 'pgvector_performance_tuning_work_mem_maintenance.md#46', 'pgvector_performance_tuning_work_mem_maintenance.md#75', 'pgvector_performance_tuning_work_mem_maintenance.md#42', 'pgvector_performance_tuning_work_mem_maintenance.md#54', 'pgvector_performance_tuning_work_mem_maintenance.md#99', 'pgvector_performance_tuning_work_mem_maintenance.md#83', 'pgvector_performance_tuning_work_mem_maintenance.md#33', 'pgvector_performance_tuning_work_mem_maintenance.md#72', 'pgvector_performance_tuning_work_mem_maintenance.md#100', 'pgvector_performance_tuning_work_mem_maintenance.md#52', 'pgvector_performance_tuning_work_mem_maintenance.md#56', 'pgvector_performance_tuning_work_mem_maintenance.md#84', 'pgvector_performance_tuning_work_mem_maintenance.md#58']",0.0,0.0,0.0,0.0,0.0,0.0,6.971833994612098,6.488249870017171,13.460124842822552
